onset	duration	eventnumber	stimulus_file	blockno	trialno	is_faststream	stim	stim_category	category_number	exemplar	exemplar_number	image_name	image_number	aliveness	aliveness_bin	movement	movement_bin	naturalness	naturalness_bin	response_hand_moves	istarget	response	keypressed	rt	correct	time_stimon	time_stimoff	stimdur
64251	100	0	stimuli\movArt\helicopter\ma_helicopter09.jpg    	1	1	1	ma_helicopter09.jpg  	movArt   	2	helicopter	19	helicopter09	198	not_alive	0	moves	1	artefact	0	n	0	0    	 	0.0	0	97.2834948	97.3834098999996	0.0999150999996345
64401	100	1	stimuli\plant\grass\plant_grass04.jpg            	1	1	1	plant_grass04.jpg    	plant    	6	grass     	17	grass04     	173	alive    	1	still	0	natural 	1	n	0	0    	 	0.0	0	97.4335220000012	97.53339820000109	0.099876199999926
64551	100	2	stimuli\animals2\pigeon\animal_pigeon09.jpg      	1	1	1	animal_pigeon09.jpg  	animals2 	1	pigeon    	28	pigeon09    	288	alive    	1	moves	1	natural 	1	n	0	0    	 	0.0	0	97.5834801000001	97.6834032999996	0.0999231999994663
64701	100	3	stimuli\plant2\palmtree\plant_palmtree08.jpg     	1	1	1	plant_palmtree08.jpg 	plant2   	7	palmtree  	27	palmtree08  	277	alive    	1	still	0	natural 	1	n	0	0    	 	0.0	0	97.7334775	97.8333973000008	0.0999198000008618
64851	100	4	stimuli\nonmovArt\bench\nma_bench05.jpg          	1	1	1	nma_bench05.jpg      	nonmovArt	4	bench     	1	bench05     	14	not_alive	0	still	0	artefact	0	n	0	0    	 	0.0	0	97.8834907	97.9833827000002	0.0998920000001817
65001	100	5	stimuli\animals2\pigeon\animal_pigeon10.jpg      	1	1	1	animal_pigeon10.jpg  	animals2 	1	pigeon    	28	pigeon10    	289	alive    	1	moves	1	natural 	1	n	0	0    	 	0.0	0	98.03348390000059	98.1333965000012	0.0999126000006072
65151	100	6	stimuli\movArt\train\ma_train05.jpg              	1	1	1	ma_train05.jpg       	movArt   	2	train     	34	train05     	344	not_alive	0	moves	1	artefact	0	n	0	0    	 	0.0	0	98.1834777000004	98.28337550000109	0.09989780000069
65301	100	7	stimuli\plant2\clover\plant_clover04.jpg         	1	1	1	plant_clover04.jpg   	plant2   	7	clover    	9	clover04    	93	alive    	1	still	0	natural 	1	n	0	0    	 	0.0	0	98.3334742000006	98.43337460000109	0.0999004000004788
65451	100	8	stimuli\movNat\waterfall\mn_waterfall07.jpg      	1	1	1	mn_waterfall07.jpg   	movNat   	3	waterfall 	37	waterfall07 	376	not_alive	0	moves	1	natural 	1	n	0	0    	 	0.0	0	98.48376199999979	98.58340770000001	0.09964570000011001
65601	100	9	stimuli\movNat\fire\mn_fire05.jpg                	1	1	1	mn_fire05.jpg        	movNat   	3	fire      	15	fire05      	154	not_alive	0	moves	1	natural 	1	n	0	0    	 	0.0	0	98.6334795000002	98.7333916999996	0.0999121999993804
65751	100	10	stimuli\plant2\fern\plant_fern08.jpg             	1	1	1	plant_fern08.jpg     	plant2   	7	fern      	14	fern08      	147	alive    	1	still	0	natural 	1	n	0	0    	 	0.0	0	98.7834746000008	98.88338060000021	0.0999059999994642
65901	100	11	stimuli\nonmovNat\cliff\nmn_cliff01.jpg          	1	1	1	nmn_cliff01.jpg      	nonmovNat	5	cliff     	7	cliff01     	70	not_alive	0	still	0	natural 	1	n	0	0    	 	0.0	0	98.9335530999997	99.03338319999969	0.0998300999999628
66051	100	12	stimuli\animals\dog\animal_dog03.jpg             	1	1	1	animal_dog03.jpg     	animals  	0	dog       	11	dog03       	112	alive    	1	moves	1	natural 	1	n	0	0    	 	0.0	0	99.0835829999996	99.18338580000092	0.0998028000012709
66201	100	13	stimuli\plant\cactus\plant_cactus05.jpg          	1	1	1	plant_cactus05.jpg   	plant    	6	cactus    	4	cactus05    	44	alive    	1	still	0	natural 	1	n	0	0    	 	0.0	0	99.23346579999999	99.3333872000003	0.0999214000003121
66351	100	14	stimuli\plant2\palmtree\plant_palmtree09.jpg     	1	1	1	plant_palmtree09.jpg 	plant2   	7	palmtree  	27	palmtree09  	278	alive    	1	still	0	natural 	1	n	0	0    	 	0.0	0	99.38346559999991	99.4833663999998	0.0999007999998866
66501	100	15	stimuli\nonmovNat\crystal\nmn_crystal04.jpg      	1	1	1	nmn_crystal04.jpg    	nonmovNat	5	crystal   	10	crystal04   	103	not_alive	0	still	0	natural 	1	n	1	0    	 	0.0	0	99.533464600001	99.6333747000008	0.0999100999997608
66651	100	16	stimuli\nonmovNat\shell\nmn_shell05.jpg          	1	1	1	nmn_shell05.jpg      	nonmovNat	5	shell     	32	shell05     	324	not_alive	0	still	0	natural 	1	n	0	0    	 	0.0	0	99.6834685000012	99.7833823000001	0.0999137999988306
66801	100	17	stimuli\animals\dog\animal_dog02.jpg             	1	1	1	animal_dog02.jpg     	animals  	0	dog       	11	dog02       	111	alive    	1	moves	1	natural 	1	n	0	1    	f	0.292043899999044	1	99.8334570999996	99.93338770000081	0.0999306000012438
66951	100	18	stimuli\movArt\boat\ma_boat06.jpg                	1	1	1	ma_boat06.jpg        	movArt   	2	boat      	2	boat06      	25	not_alive	0	moves	1	artefact	0	n	0	0    	 	0.0	0	99.98345780000092	100.0833609	0.0999030999992101
67101	100	19	stimuli\animals2\whale\animal_whale02.jpg        	1	1	1	animal_whale02.jpg   	animals2 	1	whale     	39	whale02     	391	alive    	1	moves	1	natural 	1	n	0	0    	 	0.0	0	100.133461900001	100.23337240000001	0.0999104999991686
67251	100	20	stimuli\animals\cat\animal_cat09.jpg             	1	1	1	animal_cat09.jpg     	animals  	0	cat       	6	cat09       	68	alive    	1	moves	1	natural 	1	n	0	0    	 	0.0	0	100.283469	100.3833743	0.099905299999591
67401	100	21	stimuli\animals2\whale\animal_whale01.jpg        	1	1	1	animal_whale01.jpg   	animals2 	1	whale     	39	whale01     	390	alive    	1	moves	1	natural 	1	n	0	0    	 	0.0	0	100.4334542	100.5333584	0.09990420000031
67551	100	22	stimuli\animals\eagle\animal_eagle03.jpg         	1	1	1	animal_eagle03.jpg   	animals  	0	eagle     	13	eagle03     	132	alive    	1	moves	1	natural 	1	n	0	0    	 	0.0	0	100.5834485	100.6833615	0.09991300000001499
67701	100	23	stimuli\animals\dolphin\animal_dolphin02.jpg     	1	1	1	animal_dolphin02.jpg 	animals  	0	dolphin   	12	dolphin02   	121	alive    	1	moves	1	natural 	1	n	0	0    	 	0.0	0	100.7334398	100.83346660000099	0.10002680000070499
67851	100	24	stimuli\plant\grass\plant_grass06.jpg            	1	1	1	plant_grass06.jpg    	plant    	6	grass     	17	grass06     	175	alive    	1	still	0	natural 	1	n	0	0    	 	0.0	0	100.883538	100.9833562	0.0998182000002998
68001	100	25	stimuli\animals2\bee\animal_bee03.jpg            	1	1	1	animal_bee03.jpg     	animals2 	1	bee       	0	bee03       	2	alive    	1	moves	1	natural 	1	n	0	0    	 	0.0	0	101.03345350000001	101.13336740000001	0.0999138999995921
68151	100	26	stimuli\animals2\lemur\animal_lemur09.jpg        	1	1	1	animal_lemur09.jpg   	animals2 	1	lemur     	23	lemur09     	238	alive    	1	moves	1	natural 	1	n	0	0    	 	0.0	0	101.1834476	101.2833551	0.09990749999997199
