onset	duration	eventnumber	stimulus_file	blockno	trialno	is_faststream	stim	stim_category	category_number	exemplar	exemplar_number	image_name	image_number	aliveness	aliveness_bin	movement	movement_bin	naturalness	naturalness_bin	response_hand_moves	istarget	response	keypressed	rt	correct	time_stimon	time_stimoff	stimdur
66889	100	0	stimuli\nonmovArt\headphones\nma_headphones06.jpg	1	1	1	nma_headphones06.jpg 	nonmovArt	4	headphones	18	headphones06	185	not_alive	0	still	0	artefact	0	n	0	0    	 	0.0	0	93.73700369987641	93.8369956999086	0.0999920000322163
67039	100	1	stimuli\animals2\pigeon\animal_pigeon10.jpg      	1	1	1	animal_pigeon10.jpg  	animals2 	1	pigeon    	28	pigeon10    	289	alive    	1	moves	1	natural 	1	n	0	0    	 	0.0	0	93.88701419997959	93.9869833998382	0.0999691998586058
67189	100	2	stimuli\nonmovNat\shell\nmn_shell02.jpg          	1	1	1	nmn_shell02.jpg      	nonmovNat	5	shell     	32	shell02     	321	not_alive	0	still	0	natural 	1	n	0	0    	 	0.0	0	94.0370014999062	94.1369916000404	0.0999901001341641
67339	100	3	stimuli\animals\dolphin\animal_dolphin08.jpg     	1	1	1	animal_dolphin08.jpg 	animals  	0	dolphin   	12	dolphin08   	127	alive    	1	moves	1	natural 	1	n	0	0    	 	0.0	0	94.18700039992109	94.2869893000461	0.0999889001250267
67489	100	4	stimuli\movNat\hotspring\mn_hotspring02.jpg      	1	1	1	mn_hotspring02.jpg   	movNat   	3	hotspring 	21	hotspring02 	211	not_alive	0	moves	1	natural 	1	n	0	0    	 	0.0	0	94.3369976999238	94.4369879998267	0.0999902999028563
67639	100	5	stimuli\plant2\fern\plant_fern08.jpg             	1	1	1	plant_fern08.jpg     	plant2   	7	fern      	14	fern08      	147	alive    	1	still	0	natural 	1	n	0	0    	 	0.0	0	94.48701300006358	94.58700599987058	0.0999929998070001
67789	100	6	stimuli\movArt\helicopter\ma_helicopter10.jpg    	1	1	1	ma_helicopter10.jpg  	movArt   	2	helicopter	19	helicopter10	199	not_alive	0	moves	1	artefact	0	n	0	0    	 	0.0	0	94.63699449971321	94.73698469996451	0.0999902002513408
67939	100	7	stimuli\movNat\fire\mn_fire01.jpg                	1	1	1	mn_fire01.jpg        	movNat   	3	fire      	15	fire01      	150	not_alive	0	moves	1	natural 	1	n	0	0    	 	0.0	0	94.7869867999107	94.8869847999886	0.0999980000779032
68089	100	8	stimuli\animals\horse\animal_horse02.jpg         	1	1	1	animal_horse02.jpg   	animals  	0	horse     	20	horse02     	201	alive    	1	moves	1	natural 	1	n	0	0    	 	0.0	0	94.93726049968971	95.0369835998863	0.0997231001965701
68239	100	9	stimuli\nonmovNat\sand\nmn_sand03.jpg            	1	1	1	nmn_sand03.jpg       	nonmovNat	5	sand      	31	sand03      	312	not_alive	0	still	0	natural 	1	n	0	0    	 	0.0	0	95.08699300000441	95.1869800998829	0.0999870998784899
68389	100	10	stimuli\nonmovArt\lock\nma_lock07.jpg            	1	1	1	nma_lock07.jpg       	nonmovArt	4	lock      	24	lock07      	246	not_alive	0	still	0	artefact	0	n	0	0    	 	0.0	0	95.2369892997667	95.33697489975019	0.0999855999834835
68539	100	11	stimuli\movNat\river\mn_river03.jpg              	1	1	1	mn_river03.jpg       	movNat   	3	river     	29	river03     	292	not_alive	0	moves	1	natural 	1	n	0	0    	 	0.0	0	95.38698629988359	95.48697669990361	0.0999904000200331
68689	100	12	stimuli\animals2\lemur\animal_lemur10.jpg        	1	1	1	animal_lemur10.jpg   	animals2 	1	lemur     	23	lemur10     	239	alive    	1	moves	1	natural 	1	n	0	0    	 	0.0	0	95.53698570001872	95.6369755999185	0.0999898998998105
68839	100	13	stimuli\animals\horse\animal_horse01.jpg         	1	1	1	animal_horse01.jpg   	animals  	0	horse     	20	horse01     	200	alive    	1	moves	1	natural 	1	n	0	0    	 	0.0	0	95.68698309967291	95.7869726000354	0.09998950036242599
68989	100	14	stimuli\movArt\car\ma_car02.jpg                  	1	1	1	ma_car02.jpg         	movArt   	2	car       	5	car02       	51	not_alive	0	moves	1	artefact	0	n	0	0    	 	0.0	0	95.83698079967871	95.93697459995751	0.099993800278753
69139	100	15	stimuli\plant2\palmtree\plant_palmtree07.jpg     	1	1	1	plant_palmtree07.jpg 	plant2   	7	palmtree  	27	palmtree07  	276	alive    	1	still	0	natural 	1	n	1	0    	 	0.0	0	95.98697829991579	96.0869716997258	0.0999933998100459
69289	100	16	stimuli\movArt\bus\ma_bus04.jpg                  	1	1	1	ma_bus04.jpg         	movArt   	2	bus       	3	bus04       	33	not_alive	0	moves	1	artefact	0	n	0	1    	f	0.250179999973625	1	96.13697699969629	96.236968100071	0.0999911003746092
69439	100	17	stimuli\movArt\car\ma_car10.jpg                  	1	1	1	ma_car10.jpg         	movArt   	2	car       	5	car10       	59	not_alive	0	moves	1	artefact	0	n	0	0    	 	0.0	0	96.28697900008409	96.3869643998332	0.09998539974913001
69589	100	18	stimuli\nonmovNat\cliff\nmn_cliff06.jpg          	1	1	1	nmn_cliff06.jpg      	nonmovNat	5	cliff     	7	cliff06     	75	not_alive	0	still	0	natural 	1	n	0	0    	 	0.0	0	96.4369748998434	96.53696689987561	0.0999920000322163
69739	100	19	stimuli\animals\dog\animal_dog03.jpg             	1	1	1	animal_dog03.jpg     	animals  	0	dog       	11	dog03       	112	alive    	1	moves	1	natural 	1	n	0	0    	 	0.0	0	96.58697229996321	96.686963699758	0.0999913997948169
69889	100	20	stimuli\movArt\helicopter\ma_helicopter02.jpg    	1	1	1	ma_helicopter02.jpg  	movArt   	2	helicopter	19	helicopter02	191	not_alive	0	moves	1	artefact	0	n	0	0    	 	0.0	0	96.73696970008311	96.8369637001306	0.0999940000474453
70039	100	21	stimuli\animals2\pigeon\animal_pigeon05.jpg      	1	1	1	animal_pigeon05.jpg  	animals2 	1	pigeon    	28	pigeon05    	284	alive    	1	moves	1	natural 	1	n	0	0    	 	0.0	0	96.88696980010721	96.98695780010891	0.0999880000017583
70189	100	22	stimuli\movNat\hotspring\mn_hotspring01.jpg      	1	1	1	mn_hotspring01.jpg   	movNat   	3	hotspring 	21	hotspring01 	210	not_alive	0	moves	1	natural 	1	n	0	0    	 	0.0	0	97.0369655000977	97.13695879979059	0.0999932996928692
70339	100	23	stimuli\nonmovArt\bench\nma_bench03.jpg          	1	1	1	nma_bench03.jpg      	nonmovArt	4	bench     	1	bench03     	12	not_alive	0	still	0	artefact	0	n	0	0    	 	0.0	0	97.18696560012181	97.28695799969141	0.0999923995696008
70489	100	24	stimuli\movNat\waves\mn_waves06.jpg              	1	1	1	mn_waves06.jpg       	movNat   	3	waves     	38	waves06     	385	not_alive	0	moves	1	natural 	1	n	0	0    	 	0.0	0	97.3369660000317	97.4369572997093	0.0999912996776402
70639	100	25	stimuli\nonmovNat\shell\nmn_shell08.jpg          	1	1	1	nmn_shell08.jpg      	nonmovNat	5	shell     	32	shell08     	327	not_alive	0	still	0	natural 	1	n	0	0    	 	0.0	0	97.4869659999386	97.58695490006359	0.0999889001250267
70789	100	26	stimuli\plant\flower\plant_flower09.jpg          	1	1	1	plant_flower09.jpg   	plant    	6	flower    	16	flower09    	168	alive    	1	still	0	natural 	1	n	0	0    	 	0.0	0	97.63696349971	97.73695149971171	0.0999880000017583
70939	100	27	stimuli\animals2\bee\animal_bee09.jpg            	1	1	1	animal_bee09.jpg     	animals2 	1	bee       	0	bee09       	8	alive    	1	moves	1	natural 	1	n	0	0    	 	0.0	0	97.7869548997842	97.88694929983471	0.0999944000504911
71089	100	28	stimuli\movArt\bus\ma_bus06.jpg                  	1	1	1	ma_bus06.jpg         	movArt   	2	bus       	3	bus06       	35	not_alive	0	moves	1	artefact	0	n	0	0    	 	0.0	0	97.9369568000548	98.03694800008091	0.0999912000261247
71239	100	29	stimuli\movArt\train\ma_train06.jpg              	1	1	1	ma_train06.jpg       	movArt   	2	train     	34	train06     	345	not_alive	0	moves	1	artefact	0	n	0	0    	 	0.0	0	98.0869583999738	98.1869447999634	0.0999863999895751
71389	100	30	stimuli\movArt\helicopter\ma_helicopter07.jpg    	1	1	1	ma_helicopter07.jpg  	movArt   	2	helicopter	19	helicopter07	196	not_alive	0	moves	1	artefact	0	n	0	0    	 	0.0	0	98.2369560999796	98.3369483998976	0.0999922999180853
71539	100	31	stimuli\plant\tree\plant_tree07.jpg              	1	1	1	plant_tree07.jpg     	plant    	6	tree      	35	tree07      	356	alive    	1	still	0	natural 	1	n	0	0    	 	0.0	0	98.3869532998651	98.48694540001449	0.09999210014939301
71689	100	32	stimuli\plant\flower\plant_flower06.jpg          	1	1	1	plant_flower06.jpg   	plant    	6	flower    	16	flower06    	165	alive    	1	still	0	natural 	1	n	0	0    	 	0.0	0	98.5369555996731	98.63694329978901	0.0999877001158893
71839	100	33	stimuli\plant\tree\plant_tree01.jpg              	1	1	1	plant_tree01.jpg     	plant    	6	tree      	35	tree01      	350	alive    	1	still	0	natural 	1	n	0	0    	 	0.0	0	98.6869502998888	98.78693469986321	0.0999843999743461
71989	100	34	stimuli\animals\cat\animal_cat07.jpg             	1	1	1	animal_cat07.jpg     	animals  	0	cat       	6	cat07       	66	alive    	1	moves	1	natural 	1	n	0	0    	 	0.0	0	98.8369513996877	98.9369418998249	0.0999905001372098
